id,location,quantity,unit_price,amnt_per_invoice,product_name,prod_name_count,product_category,invoice_date,dow,week,yr,week_year,month,floor_month,invoice_no,stock_code,product_details,brand,brand_name,brand_category
404,California,612,0.72,440.64,Sour Diesel,480,Flowers,2020-06-16,16,24,2020,2020-06-14,Jun,2020-06-01,557125,23288, Pre-roll,Medi Cone,Day Dreamers,Concentrates
404,California,432,0.95,410.4,Sour Diesel,480,Flowers,2020-11-04,4,45,2020,2020-11-01,Nov,2020-11-01,574341,21874, Pre-roll,Medi Cone,Day Dreamers,Edibles
404,California,402,1.93,775.86,Sour Diesel,480,Flowers,2020-12-07,7,49,2020,2020-12-06,Dec,2020-12-01,537456,22469, Pre-roll,Medi Cone,Day Dreamers,Medical
404,California,360,3.39,1220.4,Sour Diesel,480,Pre-Roll,2020-06-13,13,24,2020,2020-06-07,Jun,2020-06-01,556574,21137, Pre-roll,Medi Cone,Day Dreamers,Concentrates
404,California,320,0.42,134.4,Sour Diesel,480,Pre-Roll,2020-04-15,15,16,2020,2020-04-12,Apr,2020-04-01,550272,84535A, Pre-roll,Medi Cone,Day Dreamers,Edibles
404,California,300,0.34,102.00000000000001,Sour Diesel,480,Pre-Roll,2020-04-13,13,15,2020,2020-04-12,Apr,2020-04-01,549927,21497, Pre-roll,Medi Cone,Day Dreamers,Medical
216,California,300,0.79,237,OG Kush,423,Flowers,2020-12-05,5,49,2020,2020-11-29,Nov,2020-11-01,580652,21563, Pre-roll,Vines,Calyx Garden,Flower
216,California,300,1.95,585,OG Kush,423,Flowers,2020-11-09,9,45,2020,2020-11-08,Nov,2020-11-01,575328,23194, Pre-roll,Vines,Calyx Garden,Concentrates
216,California,288,5.1,1468.8,OG Kush,423,Pre-Roll,2020-09-20,20,38,2020,2020-09-20,Sep,2020-09-01,567453,22114, Pre-roll,Vines,Calyx Garden,Flower
216,California,288,0.21,60.48,OG Kush,423,Pre-Roll,2020-10-21,21,43,2020,2020-10-18,Oct,2020-10-01,572212,84077, Pre-roll,Vines,Calyx Garden,Concentrates
558,California,240,1.04,249.60000000000002,OG Kush,423,Flowers,2020-11-10,10,45,2020,2020-11-08,Nov,2020-11-01,575508,23076, Pre-roll,Medithrive Direct,Flower Power,Medical
558,California,240,1.06,254.4,OG Kush,423,Pre-Roll,2020-06-15,15,24,2020,2020-06-14,Jun,2020-06-01,556917,21915, Pre-roll,Medithrive Direct,Flower Power,Medical
725,Nova Scotia,240,2.55,612,OG Kush,423,Flowers,2020-10-17,17,42,2020,2020-10-11,Oct,2020-10-01,571431,22086, Pre-roll,Dummies,Herban Legends,Flower
725,Nova Scotia,219,2.46,538.74,OG Kush,423,Pre-Roll,2020-11-18,18,47,2020,2020-11-15,Nov,2020-11-01,577150,22355, Pre-roll,Dummies,Herban Legends,Flower
847,California,216,1.25,270,OG Kush,423,Flowers,2020-09-12,12,37,2020,2020-09-06,Sep,2020-09-01,566447,72741, Pre-roll,Medi Cone,Just Ducky,Edibles
847,California,200,4.58,916,OG Kush,423,Flowers,2020-06-07,7,23,2020,2020-06-07,Jun,2020-06-01,555920,20685, Pre-roll,Medi Cone,Just Ducky,Medical
847,California,200,1.79,358,OG Kush,423,Pre-Roll,2020-09-28,28,39,2020,2020-09-27,Sep,2020-09-01,568673,22386, Pre-roll,Medi Cone,Just Ducky,Edibles
847,California,192,0.85,163.2,OG Kush,423,Pre-Roll,2020-11-24,24,47,2020,2020-11-22,Nov,2020-11-01,578346,75049L, Pre-roll,Medi Cone,Just Ducky,Medical
849,California,192,0.72,138.24,OG Kush,423,Flowers,2020-08-26,26,35,2020,2020-08-23,Aug,2020-08-01,564650,23281, Pre-roll,Canna Cones,JustHempCo,Concentrates
849,California,168,2.95,495.6,OG Kush,423,Flowers,2020-11-07,7,45,2020,2020-11-01,Nov,2020-11-01,574941,84946, Pre-roll,Canna Cones,JustHempCo,Edibles
849,California,160,1.45,232,OG Kush,423,Pre-Roll,2020-08-07,7,32,2020,2020-08-02,Aug,2020-08-01,562587,84879, Pre-roll,Canna Cones,JustHempCo,Concentrates
849,California,160,2.55,408,OG Kush,423,Pre-Roll,2020-11-23,23,47,2020,2020-11-22,Nov,2020-11-01,578125,22086, Pre-roll,Canna Cones,JustHempCo,Edibles
1062,California,150,4.58,687,OG Kush,423,Flowers,2020-09-15,15,37,2020,2020-09-13,Sep,2020-09-01,566936,22366, Pre-roll,California Finest,Nameless Genetics,Flower
1062,California,144,0.55,79.2,OG Kush,423,Flowers,2020-09-22,22,38,2020,2020-09-20,Sep,2020-09-01,567939,84755, Pre-roll,California Finest,Nameless Genetics,Concentrates
1062,California,144,0.65,93.60000000000001,OG Kush,423,Flowers,2020-10-25,25,43,2020,2020-10-25,Oct,2020-10-01,572732,85015, Pre-roll,California Finest,Nameless Genetics,Vape Pens
1062,California,144,1.45,208.79999999999998,OG Kush,423,Pre-Roll,2020-09-18,18,38,2020,2020-09-13,Sep,2020-09-01,567172,22075, Pre-roll,California Finest,Nameless Genetics,Flower
1062,California,144,0.55,79.2,OG Kush,423,Pre-Roll,2020-02-08,8,6,2020,2020-02-02,Feb,2020-02-01,543456,21326, Pre-roll,California Finest,Nameless Genetics,Concentrates
1062,California,144,1.06,152.64000000000001,OG Kush,423,Pre-Roll,2020-01-10,10,2,2020,2020-01-05,Jan,2020-01-01,540553,22585, Pre-roll,California Finest,Nameless Genetics,Vape Pens
235,California,144,0.29,41.76,Girl Scout Cookies,409,Flowers,2020-08-15,15,33,2020,2020-08-09,Aug,2020-08-01,563238,84077, Pre-roll,Emeralds,Cannabinique,Medical
235,California,144,0.79,113.76,Girl Scout Cookies,409,Pre-Roll,2020-04-14,14,15,2020,2020-04-12,Apr,2020-04-01,550164,84970L, Pre-roll,Emeralds,Cannabinique,Medical
403,Washington,130,1.25,162.5,Girl Scout Cookies,409,Flowers,2020-04-11,11,15,2020,2020-04-05,Apr,2020-04-01,549593,22567, Pre-roll,Medi Cone,Dawg Star Cannabis,Flower
403,Washington,123,2.46,302.58,Girl Scout Cookies,409,Flowers,2020-02-08,8,6,2020,2020-02-02,Feb,2020-02-01,543448,22355, Pre-roll,Medi Cone,Dawg Star Cannabis,Concentrates
403,Washington,120,1.06,127.2,Girl Scout Cookies,409,Flowers,2020-06-22,22,25,2020,2020-06-21,Jun,2020-06-01,557785,22279, Pre-roll,Medi Cone,Dawg Star Cannabis,Vape Pens
403,Washington,120,0.42,50.4,Girl Scout Cookies,409,Pre-Roll,2020-04-11,11,15,2020,2020-04-05,Apr,2020-04-01,549590,21977, Pre-roll,Medi Cone,Dawg Star Cannabis,Flower
403,Washington,120,0.42,50.4,Girl Scout Cookies,409,Pre-Roll,2020-04-11,11,15,2020,2020-04-05,Apr,2020-04-01,549595,21213, Pre-roll,Medi Cone,Dawg Star Cannabis,Concentrates
403,Washington,112,10.95,1226.3999999999999,Girl Scout Cookies,409,Pre-Roll,2020-07-14,14,28,2020,2020-07-12,Jul,2020-07-01,559941,22423, Pre-roll,Medi Cone,Dawg Star Cannabis,Vape Pens
400,California,100,0.65,65,Blue Dream,348,Flowers,2020-05-01,1,18,2020,2020-04-26,Apr,2020-04-01,551534,22436, Pre-roll,Medi Cone,Darwin Brands,Vapes
400,California,100,1.79,179,Blue Dream,348,Flowers,2020-09-21,21,38,2020,2020-09-20,Sep,2020-09-01,567634,85099B, Pre-roll,Medi Cone,Darwin Brands,Edibles
400,California,100,1.65,165,Blue Dream,348,Pre-Roll,2020-09-05,5,36,2020,2020-08-30,Aug,2020-08-01,565475,22652, Pre-roll,Medi Cone,Darwin Brands,Vapes
400,California,100,2.75,275,Blue Dream,348,Pre-Roll,2020-11-09,9,45,2020,2020-11-08,Nov,2020-11-01,575219,21035, Pre-roll,Medi Cone,Darwin Brands,Edibles
631,California,100,1.74,174,Blue Dream,348,Flowers,2020-07-28,28,30,2020,2020-07-26,Jul,2020-07-01,561646,22386, 3 Pack,SAVA,Gold Nugget Extracts,Concentrates
631,California,100,1.65,165,Blue Dream,348,Pre-Roll,2020-01-05,5,1,2020,2020-01-05,Jan,2020-01-01,540176,21931, 3 Pack,SAVA,Gold Nugget Extracts,Concentrates
1059,California,100,1.74,174,Blue Dream,348,Flowers,2020-05-17,17,20,2020,2020-05-17,May,2020-05-01,553469,21929, Pre-roll,California Finest,Mychron Extracts,Vapes
